time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452450000	4.57289	18.8261	4.95516	3.82426	0.498787	radar	0.0297375	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.40387	18.6862	4.90783	3.85141	0.503415	lidar	0.197148	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.22729	18.5466	4.76868	3.86492	0.473994	radar	0.0535857	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.12283	18.3892	4.64735	3.91376	0.509699	lidar	0.253164	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.94458	18.2171	4.95836	3.95397	0.559532	radar	0.32089	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65266	18.0725	5.12581	3.92655	0.483874	lidar	0.489773	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.47417	17.9343	4.91309	3.9246	0.427165	radar	0.162486	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.23685	17.7713	5.00978	3.91913	0.390675	lidar	0.13345	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.06723	17.5847	5.1544	3.95709	0.435007	radar	0.0953917	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.89148	17.4462	5.11361	3.96591	0.421034	lidar	1.04186	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.72927	17.2309	5.26996	4.00919	0.467368	radar	0.0932892	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.55582	17.039	5.27165	4.02894	0.463003	lidar	0.0164074	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.3895	16.8812	4.97539	4.02351	0.397855	radar	0.270261	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.235	16.7074	4.95667	4.04052	0.395109	lidar	0.121432	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.07443	16.5029	4.87654	4.0533	0.372763	radar	0.11266	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.91986	16.2908	4.90942	4.07451	0.374676	lidar	0.264117	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77445	16.1166	4.81516	4.08345	0.354867	radar	0.0341718	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.55722	15.949	4.89652	4.06365	0.306434	lidar	0.282276	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.42564	15.7108	5.13607	4.11133	0.372976	radar	0.210448	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.24599	15.4965	5.19274	4.11609	0.354279	lidar	0.0739454	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.09598	15.3072	5.11287	4.12206	0.332787	radar	0.0374275	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.86633	15.0932	5.24057	4.102	0.284042	lidar	0.273919	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.708423	14.9207	5.09075	4.09463	0.241981	radar	0.116491	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.630294	14.7126	4.99837	4.13661	0.280678	lidar	0.126009	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.506177	14.4633	5.20995	4.17562	0.331723	radar	0.163549	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.327148	14.2396	5.27718	4.17279	0.306108	lidar	0.0689623	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.203736	13.9808	5.50526	4.21336	0.361782	radar	0.172118	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.226315	13.7343	5.31318	4.29874	0.44985	lidar	0.617745	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.118159	13.4919	5.38681	4.3226	0.456869	radar	0.0196171	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0651169	13.2507	5.47333	4.30797	0.40682	lidar	0.182724	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.181713	13.0388	5.24172	4.30771	0.362454	radar	0.163412	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.152338	12.8162	5.08173	4.3829	0.439864	lidar	0.534707	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.235708	12.5901	4.89845	4.39669	0.418228	radar	0.103932	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.375265	12.3598	4.95849	4.38739	0.37751	lidar	0.11209	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.463984	12.1584	4.87559	4.39501	0.360198	radar	0.0739364	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.554856	11.9416	4.87332	4.40403	0.348756	lidar	0.0781359	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.639251	11.713	4.86846	4.415	0.33904	radar	0.000838466	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.888416	11.4684	5.03913	4.34577	0.223539	lidar	0.914026	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-0.994496	11.2408	4.90545	4.33823	0.183456	radar	0.0969278	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.20098	11.0132	5.02212	4.29094	0.109919	lidar	0.399979	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.26542	10.7644	5.21639	4.33528	0.186163	radar	0.187705	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.41557	10.51	5.29866	4.32084	0.155409	lidar	0.136911	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.49966	10.2401	5.42311	4.34789	0.192261	radar	0.0763949	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.59563	10.0182	5.38147	4.35541	0.190844	lidar	0.363834	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.6993	9.79113	5.27907	4.35223	0.165188	radar	0.0447737	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.76287	9.57013	5.21191	4.37217	0.180908	lidar	0.169731	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.8513	9.32002	5.3172	4.38802	0.201014	radar	0.0370317	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.95363	9.03518	5.38991	4.39352	0.193725	lidar	0.531999	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.05546	8.81632	5.24463	4.38343	0.154085	radar	0.106692	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.15624	8.56574	5.27029	4.38485	0.145847	lidar	0.00992207	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.25369	8.31472	5.2978	4.38754	0.140775	radar	0.000230664	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.28977	8.08658	5.21237	4.41504	0.167386	lidar	0.0954894	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37143	7.87944	5.13903	4.41673	0.157724	radar	0.134084	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.50284	7.62105	5.22521	4.40116	0.127354	lidar	0.0975715	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.6364	7.39707	5.09989	4.36678	0.0498326	radar	0.147545	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.75782	7.14108	5.16926	4.35609	0.0327307	lidar	0.0698109	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.81666	6.9075	5.22862	4.38602	0.092477	radar	0.086124	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.83334	6.70731	5.07022	4.4164	0.124659	lidar	0.311354	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.91751	6.47589	4.93355	4.40356	0.0758563	radar	0.0966699	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.9668	6.25066	4.88821	4.41858	0.089717	lidar	0.0416489	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.04851	6.0206	4.95697	4.42587	0.105658	radar	0.0390128	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.16404	5.73762	5.09143	4.41552	0.0851882	lidar	0.356046	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.27181	5.48629	5.04326	4.38995	0.0197924	radar	0.0981593	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.3911	5.21625	5.14944	4.37775	0.00362036	lidar	0.127372	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.44476	4.97352	5.17139	4.4045	0.0574835	radar	0.0477207	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.59082	4.67165	5.36564	4.38618	0.0342759	lidar	0.324013	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.70952	4.40325	5.36638	4.35759	-0.0353011	radar	0.101707	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.86197	4.11055	5.52923	4.33919	-0.0510973	lidar	0.230561	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.92609	3.87943	5.46913	4.36795	0.0199416	radar	0.0948131	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.97919	3.66583	5.32777	4.37692	0.0237086	lidar	0.164862	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.10171	3.44021	5.29319	4.35073	-0.0334936	radar	0.113961	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.18583	3.20463	5.25638	4.35096	-0.0327443	lidar	0.0130214	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.29691	2.9491	5.29573	4.33568	-0.0658161	radar	0.0172802	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.39726	2.67047	5.36862	4.33633	-0.0587958	lidar	0.157397	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.47029	2.43016	5.31144	4.351	-0.0189781	radar	0.0310717	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.57738	2.15443	5.3883	4.35124	-0.0132998	lidar	0.0489296	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.69351	1.88352	5.49121	4.3207	-0.0990729	radar	0.146849	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.81242	1.59926	5.57586	4.31817	-0.0908272	lidar	0.0676321	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.932	1.34256	5.60868	4.30455	-0.112329	radar	0.0104322	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.99303	1.15772	5.40033	4.29472	-0.134032	lidar	0.985163	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.07745	0.938658	5.26489	4.3002	-0.100924	radar	0.0409933	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.14439	0.741616	5.13462	4.293	-0.114781	lidar	0.702309	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.23337	0.476738	5.21194	4.29317	-0.115151	radar	0.0609777	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.31507	0.244617	5.17732	4.29137	-0.113315	lidar	0.276822	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.42943	0.038097	5.02315	4.29243	-0.0749741	radar	18.6323	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.50446	-0.202177	5.02143	4.29795	-0.063765	lidar	0.315811	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.61525	-0.420529	5.05374	4.28286	-0.0913478	radar	0.0110051	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.74042	-0.579191	4.93642	4.2523	-0.132671	lidar	0.283154	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.84814	-0.827043	5.17723	4.23312	-0.184972	radar	0.230973	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.94563	-1.12807	5.29576	4.25126	-0.141442	lidar	0.238739	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.03636	-1.37119	5.26465	4.25575	-0.1223	radar	0.0421742	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.17143	-1.56779	5.21049	4.2318	-0.14898	lidar	0.120435	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.31167	-1.82244	5.49792	4.20667	-0.205394	radar	0.214351	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.42342	-2.09326	5.53994	4.21194	-0.182416	lidar	0.0789989	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.56361	-2.31766	5.40746	4.20333	-0.166865	radar	0.0777404	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.71654	-2.50952	5.35	4.1745	-0.197133	lidar	0.0960916	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.86751	-2.73578	5.35699	4.15958	-0.203303	radar	0.0194772	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.96156	-3.02581	5.4308	4.18315	-0.154505	lidar	0.290409	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.08591	-3.24816	5.30625	4.18146	-0.135749	radar	0.0375725	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.22393	-3.41882	5.21776	4.15405	-0.16741	lidar	0.283316	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.3852	-3.65629	5.25437	4.14459	-0.165795	radar	0.103044	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.56012	-3.75988	5.09603	4.08623	-0.239747	lidar	0.706717	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.70235	-3.96658	5.1507	4.07444	-0.243688	radar	0.0206732	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.84393	-4.20722	5.19717	4.07765	-0.221011	lidar	0.0829892	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-8.00049	-4.41875	5.18777	4.06759	-0.217808	radar	0.00801913	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.14618	-4.66896	5.24744	4.07514	-0.190688	lidar	0.187371	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.28568	-4.86536	5.01858	4.07412	-0.165537	radar	0.138741	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40984	-5.08893	5.03501	4.0818	-0.143481	lidar	0.0526452	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.53905	-5.26706	4.90338	4.07519	-0.138362	radar	0.0547286	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.71853	-5.45026	4.91622	4.05185	-0.160071	lidar	0.329447	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.88045	-5.65049	4.98217	4.04091	-0.165868	radar	0.0184655	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.03784	-5.83093	4.96962	4.0263	-0.174634	lidar	0.00760004	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.15971	-5.98986	4.81914	4.01979	-0.169279	radar	0.15443	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.35438	-6.06966	4.71783	3.95764	-0.243098	lidar	0.573539	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.53671	-6.25686	4.83373	3.94325	-0.24739	radar	0.0623461	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.67059	-6.4763	4.86534	3.96052	-0.207314	lidar	0.0962698	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.8835	-6.67239	5.09528	3.938	-0.228018	radar	0.208753	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.094	-6.8247	5.09623	3.904	-0.257937	lidar	0.143171	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.2719	-6.99265	5.12662	3.89008	-0.260588	radar	0.0169557	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5014	-7.1614	5.16883	3.86106	-0.280851	lidar	0.6394	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.6939	-7.31957	5.1672	3.8433	-0.286174	radar	0.00369031	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9447	-7.4637	5.20661	3.80283	-0.319958	lidar	0.677696	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1279	-7.59982	5.06987	3.78489	-0.322769	radar	0.0627799	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.2899	-7.7587	5.03674	3.78524	-0.301663	lidar	0.345669	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.4749	-7.89057	4.97828	3.76811	-0.304847	radar	0.0357647	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6729	-7.98844	4.93512	3.73481	-0.329528	lidar	0.378303	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8593	-8.10078	4.73625	3.71256	-0.338461	radar	0.0921767	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.0812	-8.17914	4.72771	3.66854	-0.374306	lidar	0.0847646	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3073	-8.32268	5.05338	3.65991	-0.355966	radar	0.251087	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5284	-8.40125	5.02638	3.62241	-0.382413	lidar	0.243939	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7265	-8.48335	4.78656	3.59211	-0.402261	radar	0.143303	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0004	-8.55594	4.85233	3.54284	-0.439581	lidar	0.719202	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2529	-8.67151	5.04401	3.52825	-0.424135	radar	0.126781	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4887	-8.71726	5.02701	3.48545	-0.452866	lidar	0.244739	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.6918	-8.75551	4.75296	3.44299	-0.48948	radar	0.221014	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.909	-8.86399	4.76034	3.4404	-0.460618	lidar	0.193674	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1693	-8.96464	5.08819	3.43638	-0.422336	radar	0.275204	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.3931	-9.07966	5.0776	3.441	-0.388741	lidar	0.114915	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6252	-9.14264	4.96904	3.41631	-0.40026	radar	0.0303396	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.92	-9.12716	5.03985	3.34686	-0.464353	lidar	0.279224	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1952	-9.19517	5.09886	3.32783	-0.458172	radar	0.141575	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4418	-9.31518	5.10935	3.34237	-0.409327	lidar	0.897138	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6823	-9.34611	4.91621	3.30729	-0.440356	radar	0.119413	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.924	-9.43137	4.92439	3.30875	-0.409828	lidar	0.41939	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1656	-9.46003	4.87697	3.28182	-0.421704	radar	0.00988337	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.422	-9.44756	4.90577	3.23791	-0.451203	lidar	0.0611657	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6288	-9.44534	4.81858	3.2086	-0.462643	radar	0.140421	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9123	-9.41759	4.89969	3.16002	-0.495335	lidar	0.329269	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.188	-9.46061	5.08323	3.1618	-0.446978	radar	0.191526	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.443	-9.48546	5.08615	3.15103	-0.432163	lidar	0.140655	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7031	-9.47981	5.01708	3.12064	-0.452409	radar	0.0578974	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9592	-9.45088	5.03821	3.08831	-0.464876	lidar	0.0105377	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.1986	-9.41865	4.94758	3.05268	-0.490361	radar	0.0281721	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.3884	-9.48415	4.82002	3.07736	-0.427456	lidar	0.306804	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6244	-9.46985	4.92968	3.06692	-0.401086	radar	0.0660464	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8729	-9.4599	4.93522	3.05286	-0.393499	lidar	0.0735434	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.0946	-9.42454	4.95977	3.0345	-0.384864	radar	0.101246	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3634	-9.29639	5.05158	2.96718	-0.446626	lidar	0.404968	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.5916	-9.22252	4.91789	2.92163	-0.494182	radar	0.0746678	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8554	-9.08995	5.01262	2.86085	-0.540074	lidar	0.172646	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.0832	-9.00577	5.01546	2.83058	-0.542166	radar	0.0191095	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2247	-9.17173	4.65936	2.91923	-0.397724	lidar	1.97299	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.4705	-9.12988	4.75202	2.91051	-0.375906	radar	0.0468925	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7074	-9.0209	4.80694	2.86829	-0.405665	lidar	0.121708	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9505	-8.95326	4.78645	2.84398	-0.418409	radar	0.0551337	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1545	-8.88391	4.74783	2.82551	-0.414879	lidar	0.145721	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3888	-8.80646	4.71208	2.79901	-0.432062	radar	0.0556949	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.577	-8.78452	4.60795	2.80561	-0.395848	lidar	0.13792	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7488	-8.67196	4.37133	2.7493	-0.472666	radar	0.226169	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9519	-8.57639	4.38832	2.7223	-0.477047	lidar	0.00656886	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1541	-8.49207	4.50806	2.7172	-0.431335	radar	0.0758651	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.3904	-8.36039	4.60303	2.68129	-0.450086	lidar	0.297473	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.5785	-8.24722	4.55222	2.64941	-0.469165	radar	0.0164849	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8421	-7.95537	4.87014	2.54818	-0.566646	lidar	1.07735	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0424	-7.79053	4.8018	2.48754	-0.639654	radar	0.124517	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2659	-7.59461	4.9245	2.44021	-0.658061	lidar	0.368931	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.465	-7.47288	5.01153	2.45503	-0.554725	radar	0.15937	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6345	-7.3362	4.94392	2.43501	-0.545984	lidar	0.0783424	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8279	-7.1779	4.98466	2.41765	-0.523384	radar	0.0113368	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
